ID,Asset Class,Equipment Classification,Radio Number,Make,Model,Description,Meter Type,Service Life by Age in Years,Service Life by Meter,Units Needed,Total Mileage.amt,Total Mileage.unit,Total Work Hours.amt,Total Work Hours.unit,Year,Department,Average Purchase Cost,Attached to,SAP_ID,Purchase Date,Total Cost,Manufactured Date,In Service Date,Deactivation on,Out of service,Condition Category,Annual Meter Average,Meter Based RSL in Years,Meter Based RSL Percentage.amt,Meter Based RSL Percentage.unit,Meter Based Condition Category,Age Based RSL in Years,Age Based RSL Percentage.amt,Age Based RSL Percentage.unit,Age Based Condition Category,Annual MR Average,MR Based RSL in Years,MR Based RSL in Percentage.amt,MR Based RSL in Percentage.unit,MR Based Condition Category
M81909,235,"TRK: 10-15,999 GVW (GAS)",403,FORD,F350,2018 FORD F350 W/LIFT GATE,Miles,10,125000,57,322206,mi,218370,hr,2018,M04,65000,M81909,9000005851,,138357.7,43101,43465,,No,Critical,,,-158,%,Critical,2.6,26,%,Fair,,,-166,%,Critical
M81888,235,"TRK: 10-15,999 GVW (GAS)",RE-03,FORD,F450,2017 FORD F-450 BOX TRUCK,Miles,10,125000,57,231200,mi,0,hr,2017,RL2,65000,,9000006436,,70693.04,42736,43465,,No,Critical,,,-85,%,Critical,1.6,16,%,Fair,,,-36,%,Poor
M80713,235,"TRK: 10-15,999 GVW (GAS)",1404,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,391251,mi,0,hr,2017,M14,65000,M80713,9000004959,,176035.37,42736,42811,,No,Critical,,,-213,%,Critical,1.6,16,%,Fair,,,-239,%,Critical
M80712,235,"TRK: 10-15,999 GVW (GAS)",304,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,398055,mi,0,hr,2017,M03,65000,M80712,9000004958,,110985.27,42736,42811,,No,Critical,,,-218,%,Critical,1.6,16,%,Fair,,,-113,%,Critical
M80711,235,"TRK: 10-15,999 GVW (GAS)",504,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,457987,mi,0,hr,2017,CAP,65000,M87011,9000004957,,170824.66,42736,42811,,Yes,Critical,,,-266,%,Critical,1.6,16,%,Fair,,,-229,%,Critical
M80710,235,"TRK: 10-15,999 GVW (GAS)",RS-14,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,302721,mi,0,hr,2017,M01,65000,M80710,9000004956,,93510.2,42736,42811,,No,Critical,,,-142,%,Critical,1.6,16,%,Fair,,,-80,%,Critical
M80709,235,"TRK: 10-15,999 GVW (GAS)",RS-03,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,224599,mi,0,hr,2017,M03,65000,,9000004955,,81419.26,42736,42811,,No,Critical,,,-80,%,Critical,1.6,16,%,Fair,,,-57,%,Critical
M80707,235,"TRK: 10-15,999 GVW (GAS)",1203,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,585854,mi,0,hr,2017,M12,65000,M80707,9000004953,,256745.94,42736,42783,,No,Critical,,,-369,%,Critical,1.6,16,%,Fair,,,-394,%,Critical
M80706,235,"TRK: 10-15,999 GVW (GAS)",704,FORD,F350,2017 STAKE BODY,Miles,10,125000,57,545615,mi,0,hr,2017,M07,65000,M80706,9000004952,,186839.27,42736,42783,,No,Critical,,,-336,%,Critical,1.6,16,%,Fair,,,-259,%,Critical
M80705,235,"TRK: 10-15,999 GVW (GAS)",RS-02,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,414875,mi,13980,hr,2017,M02,65000,M80705,9000004951,,117324.96,42736,42783,,No,Critical,,,-232,%,Critical,1.6,16,%,Fair,,,-126,%,Critical
M80704,235,"TRK: 10-15,999 GVW (GAS)",1405,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,416219,mi,0,hr,2017,M14,65000,M80704,9000004950,,160438.08,42736,42783,,No,Critical,,,-233,%,Critical,1.6,16,%,Fair,,,-209,%,Critical
M80703,235,"TRK: 10-15,999 GVW (GAS)",703,FORD,F350,2017 STAKE BODY,Miles,10,125000,57,591769,mi,0,hr,2017,M07,65000,M80703,9000004949,,199009.7,42736,42783,,No,Critical,,,-373,%,Critical,1.6,16,%,Fair,,,-282,%,Critical
M80694,235,"TRK: 10-15,999 GVW (GAS)",1604,FORD,F350,2017 FORD F-350,Miles,10,125000,57,299729,mi,0,hr,2017,M16,65000,M80694,9000004945,,127851.83,42736,42783,,No,Critical,,,-140,%,Critical,1.6,16,%,Fair,,,-146,%,Critical
M80693,235,"TRK: 10-15,999 GVW (GAS)",1603,FORD,F350,2017 FORD F-350  M16 SHARING WITH M14 YARD GAR,Miles,10,125000,57,274607,mi,0,hr,2017,M16,65000,M80693,9000004944,,135586.56,42736,42774,,No,Critical,,,-120,%,Critical,1.6,16,%,Fair,,,-161,%,Critical
M80687,235,"TRK: 10-15,999 GVW (GAS)",old 805,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,0,mi,0,hr,2017,CAP,65000,M80687,9000004938,,142096.46,42736,42783,,No,Critical,,,100,%,Excellent,1.6,16,%,Fair,,,-173,%,Critical
M80686,235,"TRK: 10-15,999 GVW (GAS)",205,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,477581,mi,21937,hr,2017,M02,65000,M80686,9000004937,,178964.17,42736,42774,,No,Critical,,,-282,%,Critical,1.6,16,%,Fair,,,-243,%,Critical
M80685,235,"TRK: 10-15,999 GVW (GAS)",503,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,484367,mi,0,hr,2017,CAP,65000,M80685,9000004936,,185291.88,42736,42774,,No,Critical,,,-287,%,Critical,1.6,16,%,Fair,,,-256,%,Critical
M80684,235,"TRK: 10-15,999 GVW (GAS)",105,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,519937,mi,0,hr,2017,M01,65000,M80684,9000004935,,269002.31,42736,42774,,No,Critical,,,-316,%,Critical,1.6,16,%,Fair,,,-416,%,Critical
M80683,235,"TRK: 10-15,999 GVW (GAS)",RS-11,FORD,F350,2017 STAKE BODY,Miles,10,125000,57,465637,mi,0,hr,2017,M11,65000,,9000004934,,242810.99,42736,42783,,Yes,Critical,,,-273,%,Critical,1.6,16,%,Fair,,,-366,%,Critical
M80682,235,"TRK: 10-15,999 GVW (GAS)",804,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,448719,mi,0,hr,2017,M08,65000,M80682,9000004933,,589130.22,42736,42783,,No,Critical,,,-259,%,Critical,1.6,16,%,Fair,,,-1033,%,Critical
M80681,235,"TRK: 10-15,999 GVW (GAS)",204,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,499728,mi,22542,hr,2017,CAP,65000,M80681,9000004932,,206016.89,42736,42783,,Yes,Critical,,,-300,%,Critical,1.6,16,%,Fair,,,-296,%,Critical
M80680,235,"TRK: 10-15,999 GVW (GAS)",305,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,386242,mi,0,hr,2017,CAP,65000,M80680,9000004931,,149771.21,42736,42774,,Yes,Critical,,,-209,%,Critical,1.6,16,%,Fair,,,-188,%,Critical
M80679,235,"TRK: 10-15,999 GVW (GAS)",104,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,496081,mi,0,hr,2017,CAP,65000,M80679,9000004930,,213895.22,42736,42774,,No,Critical,,,-297,%,Critical,1.6,16,%,Fair,,,-311,%,Critical
M80678,235,"TRK: 10-15,999 GVW (GAS)",405,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,599957,mi,0,hr,2017,CAP,65000,,9000004929,,170344.74,42736,42774,,No,Critical,,,-380,%,Critical,1.6,16,%,Fair,,,-228,%,Critical
M80677,235,"TRK: 10-15,999 GVW (GAS)",604,FORD,F350,2017 STAKE BODY,Miles,10,125000,57,645560,mi,0,hr,2017,M06,65000,M80677,9000004928,,224151.96,42736,42774,,No,Critical,,,-416,%,Critical,1.6,16,%,Fair,,,-330,%,Critical
M80676,235,"TRK: 10-15,999 GVW (GAS)",1204,FORD,F350,"2017 FORD F-350, STAKE BODY",Miles,10,125000,57,522831,mi,0,hr,2017,M12,65000,M80676,9000004927,,144657.12,42736,42774,,No,Critical,,,-318,%,Critical,1.6,16,%,Fair,,,-178,%,Critical
M80675,235,"TRK: 10-15,999 GVW (GAS)",404,FORD,F350,2017 FORD F-350 STAKE BODY,Miles,10,125000,57,572667,mi,0,hr,2017,M04,65000,M80675,9000004926,,190737.82,42736,42774,,No,Critical,,,-358,%,Critical,1.6,16,%,Fair,,,-267,%,Critical
M80674,235,"TRK: 10-15,999 GVW (GAS)",1104,FORD,F350,2017 STAKE BODY,Miles,10,125000,57,507899,mi,0,hr,2017,CAP,65000,M80674,9000004925,,186069.21,42736,42774,,Yes,Critical,,,-306,%,Critical,1.6,16,%,Fair,,,-258,%,Critical
M80526,235,"TRK: 10-15,999 GVW (GAS)",CW-14,FORD,F350,FORD F350,Miles,10,125000,57,205574,mi,0,hr,2016,CW,65000,,9000004872,,39208.65,42370,42696,,No,Critical,,,-64,%,Critical,0.6,6,%,Fair,,,25,%,Fair
M80139,235,"TRK: 10-15,999 GVW (GAS)",CW-15,FORD,F350,2016 FORD F350 BOX TRUCK,Miles,10,125000,57,193307,mi,5741,hr,2016,CW,65000,,9000004855,,30534.66,42370,42655,,No,Critical,,,-55,%,Critical,0.6,6,%,Fair,,,41,%,Good
M80138,235,"TRK: 10-15,999 GVW (GAS)",CW-13,FORD,F350,2016 FORD F350 BOX TRUCK,Miles,10,125000,57,134177,mi,0,hr,2016,CW,65000,,9000004854,,21097.79,42370,42655,,No,Poor,,,-7,%,Poor,0.6,6,%,Fair,,,59,%,Good
M80137,235,"TRK: 10-15,999 GVW (GAS)",CW-12,FORD,F350,2016 FORD F350 BOX TRUCK,Miles,10,125000,57,238015,mi,0,hr,2016,CW,65000,,9000004853,,36933.97,42370,42655,,No,Critical,,,-90,%,Critical,0.6,6,%,Fair,,,29,%,Fair
M80136,235,"TRK: 10-15,999 GVW (GAS)",CW-11,FORD,F350,2016 FORD F350 BOX TRUCK,Miles,10,125000,57,222987,mi,0,hr,2016,CW,65000,,9000004852,,26204.28,42370,42655,,No,Critical,,,-78,%,Critical,0.6,6,%,Fair,,,50,%,Good
M80135,235,"TRK: 10-15,999 GVW (GAS)",CW-10,FORD,F350,2016 FORD F350 BOX TRUCK,Miles,10,125000,57,243339,mi,0,hr,2016,CW,65000,,9000004851,,31246.7,42370,42655,,No,Critical,,,-95,%,Critical,0.6,6,%,Fair,,,40,%,Good
M70863,235,"TRK: 10-15,999 GVW (GAS)",RS-06,FORD,F350,2011 STAKE BODY,Miles,10,125000,57,246190,mi,0,hr,2011,M06,65000,M70863,9000001600,,204973.58,40544,40606,,No,Critical,,,-97,%,Critical,-4.4,-44,%,Poor,,,-294,%,Critical
M68776,235,"TRK: 10-15,999 GVW (GAS)",TR-12,FORD,F350,"F-350, Box Truck, 2009",Miles,10,125000,57,171527,mi,5270,hr,2008,CAP,65000,,9000001367,,44362.98,39448,40004,,No,Critical,,,-37,%,Poor,-7.4,-74,%,Critical,,,15,%,Fair
M67815,235,"TRK: 10-15,999 GVW (GAS)",H-99,FORD,F350,Ford F-250 Super Cab 4X4,Miles,10,125000,57,33130,mi,0,hr,2008,HPR,65000,,9000001209,,124749.51,39448,39706,,Yes,Critical,,,73,%,Good,-7.4,-74,%,Critical,,,-140,%,Critical
M66674,235,"TRK: 10-15,999 GVW (GAS)",TR-10,FORD,F350,2008 FORD F350 UTILITY,Miles,10,125000,57,111970,mi,1,hr,2008,CAP,65000,M66674,9000000991,,50043.94,39448,39356,,No,Critical,,,10,%,Fair,-7.4,-74,%,Critical,,,4,%,Fair
M81115,274,TRK CHASSIS: AERIAL LIFT,SS-24,IH,7400,2017 IH 7400 TRUCK,Hours,12,8000,8,54548,mi,3361,hr,2017,CSS,550000,M81115,9000005031,,6520068.44,42736,42984,,Yes,Critical,,,58,%,Good,3.6,30,%,Fair,,,-1382,%,Critical
M80758,274,TRK CHASSIS: AERIAL LIFT,SS-26,FRTL,108S,2016 FREIGHTLINER 108SD,Hours,12,8000,8,58093,mi,3853,hr,2016,CSS,550000,M80758,9000004974,,135914.92,42370,42774,,No,Fair,,,52,%,Good,2.6,21,%,Fair,,,69,%,Good
M75740,274,TRK CHASSIS: AERIAL LIFT,RE-23,IH,4400,IH 4400  W/ELLIOTT LIFT,Hours,12,8000,8,128501,mi,8109,hr,2014,RL2,550000,,9000002353,,176528.24,41640,42054,,No,Poor,,,-1,%,Poor,0.6,5,%,Fair,,,60,%,Good
M69711,274,TRK CHASSIS: AERIAL LIFT,RE-22,IH,7400,IH 7400 W/Aerial Lift,Hours,12,8000,8,128869,mi,8397,hr,2000,RL2,550000,M69711,9000001460,,151607.13,36526,40056,,No,Critical,,,-5,%,Poor,-13.4,-112,%,Critical,,,66,%,Good
M66807,274,TRK CHASSIS: AERIAL LIFT,RE-21,IH,4400,IH 4400 W/ELLIOTT LIFT,Hours,12,8000,8,192099,mi,10703,hr,2002,RL2,550000,,9000001049,,118446.16,37257,39356,,No,Critical,,,-34,%,Poor,-11.4,-95,%,Critical,,,73,%,Good
M65843,274,TRK CHASSIS: AERIAL LIFT,SS-25,IH,7400,2006 I/H 7400 TRK.CAB -CHASIS WITH CRANE,Hours,12,8000,8,158751,mi,9337,hr,2003,CSS,550000,M65843,9000000906,,205580.16,37622,38960,,No,Critical,,,-17,%,Poor,-10.4,-87,%,Critical,,,53,%,Good
M57448,274,TRK CHASSIS: AERIAL LIFT,RE-24,IH,4900,2002 I/H AERIAL TRUCK,Hours,12,8000,8,96851,mi,9713,hr,2002,CAP,550000,M57448,9000000337,,137115.55,37257,37308,,No,Critical,,,-21,%,Poor,-11.4,-95,%,Critical,,,69,%,Good
M56171,274,TRK CHASSIS: AERIAL LIFT,RE-10,IH,4700,2001 NAV UTILITY W/SCISSOR LIFTS,Hours,12,8000,8,82332,mi,6470,hr,2001,M04,550000,,9000000265,,104151.74,36892,36913,,No,Critical,,,19,%,Fair,-12.4,-103,%,Critical,,,76,%,Good
M86073,525,"TRAILERS: UP - 4,000 GVW",15-502,LOOK,TRLR,ENCLOSED CARGO TRAILER PO 770061782,Miles,12,125000,6,0,mi,,,2020,POL,10000,,10000027059,44049,1471.88,,44049,45721,No,Good,0,,100,%,Excellent,7.2,60,%,Good,2.94,27.8,82,%,Excellent
M63922,525,"TRAILERS: UP - 4,000 GVW",,PACE,TRLR,"CARGO TRAILER,PACE AMER",Miles,12,125000,6,0,mi,,,2004,POL,10000,,10000003369,,9317.64,,38364,,No,Critical,,,100,%,Excellent,-8.4,-70,%,Critical,,,-16,%,Poor
M60484,525,"TRAILERS: UP - 4,000 GVW",,WHT,JT61,WHITE TRAILER MODEL JT610,Miles,12,125000,6,0,mi,0,hr,2003,POL,10000,,10000003345,,11663.37,,,,No,Critical,,,100,%,Excellent,-10,-83,%,Critical,,-8.6,-46,%,Poor
M57550,525,"TRAILERS: UP - 4,000 GVW",,TRLM,TRLR,48X72 FLATBED TRAILER,Miles,12,125000,6,0,mi,0,hr,2002,M04,10000,,10000010367,,2550.18,,,,No,Critical,,,100,%,Excellent,-11,-92,%,Critical,,61.4,68,%,Good
M57549,525,"TRAILERS: UP - 4,000 GVW",,TRLM,TRLR,MOTORCYCLE TRAILER,Miles,12,125000,6,0,mi,0,hr,2002,M08,10000,,10000010366,,12334.55,,,,No,Critical,,,100,%,Excellent,-11,-92,%,Critical,,-10.1,-54,%,Critical
M47572,525,"TRAILERS: UP - 4,000 GVW",,ONAN,TRLR,TRAILER MOUNT,Miles,12,125000,6,0,mi,0,hr,1988,CAP,10000,,9000000056,,5499.33,,,,No,Critical,,,100,%,Excellent,-25,-208,%,Critical,,21,31,%,Fair
M80673,526,"TRAILERS: 4,000-9,999 GW",,BGTX,TRLR,2017 FLATBED TRAILER,Miles,12,125000,6,1,mi,,,2017,M05,15500,,9000004924,,7319.54,,42718,,No,Fair,,,100,%,Excellent,3.7,31,%,Fair,,6.9,41,%,Good
M80672,526,"TRAILERS: 4,000-9,999 GW",,BGTX,TRLR,2017 FLATBED TRAILER,Miles,12,125000,6,0,mi,,,2017,M11,15500,,9000004923,,5627.79,,42718,,No,Fair,,,100,%,Excellent,3.7,31,%,Fair,,,55,%,Good
M80671,526,"TRAILERS: 4,000-9,999 GW",,BGTX,TRLR,2017 FLATBED TRAILER,Miles,12,125000,6,0,mi,,,2017,M07,15500,,9000004922,,9282.53,,42717,,No,Fair,,,100,%,Excellent,3.7,31,%,Fair,,,25,%,Fair
M80670,526,"TRAILERS: 4,000-9,999 GW",,BGTX,TRLR,2017 FLATBED TRAILER,Miles,12,125000,6,0,mi,,,2017,M06,15500,,9000004921,,4448.98,,42717,,No,Fair,,,100,%,Excellent,3.7,31,%,Fair,,,64,%,Good
M80669,526,"TRAILERS: 4,000-9,999 GW",,BGTX,TRLR,2017 FLATBED TRAILER,Miles,12,125000,6,0,mi,,,2017,M08,15500,,9000004920,,9356.52,,42780,,Yes,Fair,,,100,%,Excellent,3.7,31,%,Fair,,,25,%,Fair
M46324,526,"TRAILERS: 4,000-9,999 GW",,BUTL,TRLR,TRAILER BUTLER TS-6510,Miles,12,125000,6,0,mi,0,hr,1987,HPR,15500,,10000008406,,31838.39,,,,No,Critical,,,100,%,Excellent,-25.8,-215,%,Critical,,-29,-157,%,Critical
M81058,528,"TRAILER: 20,000 - UP  GVW",,TOWM,TRLR,TRAILER TOWMASTER 20000,Miles,12,125000,21,0,mi,,,2017,M05,45000,,9000005026,,8188.11,,42881,,Yes,Fair,,,100,%,Excellent,4,33,%,Fair,,,77,%,Good
M77832,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,"2 Axle Trailer, GLOBE",Miles,12,125000,21,0,mi,,,2016,M05,45000,,9000002958,,7356.88,,42720,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,80,%,Excellent
M77831,528,"TRAILER: 20,000 - UP  GVW",N/A,GLOB,TRLR,"2 AXLE TRAILER, GLOBE",Miles,12,125000,21,0,mi,,,2016,M08,45000,,9000002957,,19895.23,,42710,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,45,%,Good
M77830,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,"2 AXIL TRAILOR, GLOBE",Miles,12,125000,21,0,mi,,,2016,M04,45000,,9000002956,,8675.22,,42710,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,76,%,Good
M77829,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,"2 AXIL TRAILER, GLOBE",Miles,12,125000,21,0,mi,,,2016,M02,45000,M77829,9000002955,,7188.01,,42710,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,80,%,Excellent
M77828,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,2 Axle Trailer,Miles,12,125000,21,12727,mi,,,2016,M16,45000,,9000002954,,10127.56,,42710,,No,Fair,,74.3,90,%,Excellent,3.5,30,%,Fair,,28.7,72,%,Good
M77827,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,"2 AXIL TRAILER, GLOBE",Miles,12,125000,21,0,mi,,,2016,M02,45000,,9000002953,,13525.52,,42710,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,62,%,Good
M77826,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,2 AXIL TRAILER GLOBE,Miles,12,125000,21,0,mi,,,2016,M08,45000,,9000002952,,16231.54,,42710,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,55,%,Good
M77825,528,"TRAILER: 20,000 - UP  GVW",GLOBE TRLR,GLOB,TRLR,"2 AXLE TRAILER,GLOBE",Miles,12,125000,21,0,mi,,,2016,M12,45000,,9000002951,,16719.75,,42720,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,54,%,Good
M77824,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,2 Axle Trailer GLOBE,Miles,12,125000,21,0,mi,,,2016,M11,45000,,9000002950,,8796.43,,42710,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,76,%,Good
M77823,528,"TRAILER: 20,000 - UP  GVW",,GLOB,TRLR,"2 AXIL TRAILER, GLOBE",Miles,12,125000,21,0,mi,,,2016,M01,45000,,9000002949,,15243.87,,42710,,No,Fair,,,100,%,Excellent,3.5,30,%,Fair,,,58,%,Good
M71763,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"Trailor, Tandom Axle 2013",Miles,12,125000,21,0,mi,,,2013,M06,45000,,9000001896,,32985.54,,41047,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,10,%,Fair
M71762,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"Trailor, Tandom Axle 2013",Miles,12,125000,21,0,mi,,,2013,M04,45000,,9000001895,,37298.52,,41047,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,-4,%,Poor
M71761,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"Trailer, Tandom Axle 2013",Miles,12,125000,21,0,mi,,,2013,M01,45000,,9000001894,,24729.03,,41047,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,31,%,Fair
M71760,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"Trailor, Tandom Axle 2012",Miles,12,125000,21,0,mi,,,2013,M07,45000,,9000001893,,28529.67,,41047,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,21,%,Fair
M71759,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"Trailor, Tandom Axle 2013",Miles,12,125000,21,0,mi,,,2013,M05,45000,,9000001892,,14907.87,,41047,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,59,%,Good
M71758,528,"TRAILER: 20,000 - UP  GVW",N/A,FELL,TAND,"TRAILER,TANDAM AXIL 2013",Miles,12,125000,21,0,mi,,,2013,M14,45000,,9000001891,,22285.99,,41036,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,38,%,Fair
M71757,528,"TRAILER: 20,000 - UP  GVW",FELLING,FELL,TAND,"TRAILER, TANDAM AXLE 2013",Miles,12,125000,21,0,mi,,,2012,M12,45000,,9000001890,,22934.83,,41047,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,36,%,Fair
M71756,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"Trailor, Tandom Axle 2013",Miles,12,125000,21,0,mi,,,2012,M08,45000,,9000001889,,29984.46,,41047,,Yes,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,17,%,Fair
M71755,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"TRAILOR, TANDAM AXLE 2013",Miles,12,125000,21,0,mi,,,2013,M03,45000,,9000001888,,31152.62,,41047,,No,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,13,%,Fair
M71754,528,"TRAILER: 20,000 - UP  GVW",,FELL,TAND,"Trailor, Tandom Axle 2012",Miles,12,125000,21,0,mi,,,2013,M11,45000,,9000001887,,28132.09,,41036,,Yes,Poor,,,100,%,Excellent,-1,-9,%,Poor,,,22,%,Fair
M74645,527,"TRAILER: 10,000-19,999 GW",N/A,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M14,20000,,9000002205,,31082.13,,41724,,No,Critical,,,100,%,Excellent,0.9,8,%,Fair,,,-94,%,Critical
M74644,527,"TRAILER: 10,000-19,999 GW",KEYSPORT,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M12,20000,,9000002204,,12227.23,,41761,,No,Fair,,,100,%,Excellent,0.9,8,%,Fair,,,24,%,Fair
M74643,527,"TRAILER: 10,000-19,999 GW",,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M07,20000,,9000002203,,26072.01,,41761,,No,Critical,,,100,%,Excellent,0.9,8,%,Fair,,,-63,%,Critical
M74642,527,"TRAILER: 10,000-19,999 GW",,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M06,20000,,9000002202,,18288.01,,41761,,No,Poor,,,100,%,Excellent,0.9,8,%,Fair,,,-14,%,Poor
M74641,527,"TRAILER: 10,000-19,999 GW",,KEY,TRLR,AQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M05,20000,,9000002201,,12544.64,,41681,,No,Fair,,,100,%,Excellent,0.9,8,%,Fair,,,22,%,Fair
M74640,527,"TRAILER: 10,000-19,999 GW",,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M04,20000,,9000002200,,26286.45,,41761,,No,Critical,,,100,%,Excellent,0.9,8,%,Fair,,,-64,%,Critical
M74639,527,"TRAILER: 10,000-19,999 GW",,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M03,20000,,9000002199,,19854.97,,41761,,No,Poor,,,100,%,Excellent,0.9,8,%,Fair,,,-24,%,Poor
M74638,527,"TRAILER: 10,000-19,999 GW",,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M01,20000,,9000002198,,14034.18,,41761,,No,Fair,,,100,%,Excellent,0.9,8,%,Fair,,,12,%,Fair
M74637,527,"TRAILER: 10,000-19,999 GW",,KEY,TRLR,EQUIPMENT TRAILER,Miles,12,125000,26,0,mi,,,2014,M01,20000,,9000002197,,13680.15,,41761,,No,Fair,,,100,%,Excellent,0.9,8,%,Fair,,,14,%,Fair
M69695,527,"TRAILER: 10,000-19,999 GW",,Axle,TRLR,BOX TRAILER W/TANDEM AXLE,Miles,12,125000,26,0,mi,,,2010,E06,20000,,9000001459,,3666.71,,40044,,No,Poor,,,100,%,Excellent,-3.8,-32,%,Poor,,,77,%,Good
M69694,527,"TRAILER: 10,000-19,999 GW",,Axle,TRLR,BOX TRAILER W/TANDEM AXEL #07,Miles,12,125000,26,0,mi,,,2010,E02,20000,M69694,9000001458,,1189.85,,40044,,No,Poor,,,100,%,Excellent,-3.8,-32,%,Poor,,,93,%,Excellent
M66134,527,"TRAILER: 10,000-19,999 GW",,TILT,TRAL,"TILT TOP TRAILER, FELLING",Miles,12,125000,26,0,mi,,,2006,M01,20000,,9000000915,,38246.31,,39051,,No,Critical,,,100,%,Excellent,-6.5,-54,%,Critical,,,-139,%,Critical
M59818,527,"TRAILER: 10,000-19,999 GW",,EVCO,TRLR,"10,000# DUAL AXLE TRAILER",Miles,12,125000,26,0,mi,0,hr,2003,M11,20000,,10000010941,,25163.68,,37421,,No,Critical,,,100,%,Excellent,-11,-91,%,Critical,,-10.5,-57,%,Critical
M59442,527,"TRAILER: 10,000-19,999 GW",,EVCO,TRLR,"10,000# DUAL AXLE TRAILER",Miles,12,125000,26,0,mi,0,hr,2002,M01,20000,,10000010690,,46182.22,,,,No,Critical,,,100,%,Excellent,-10.7,-89,%,Critical,,-18.8,-189,%,Critical
M59439,527,"TRAILER: 10,000-19,999 GW",,EVCO,TRLR,"10,000# DUAL AXLE TRAILER",Miles,12,125000,26,0,mi,0,hr,2002,M16,20000,,10000010689,,39517.17,,,,No,Critical,,,100,%,Excellent,-10.7,-89,%,Critical,,-17.1,-147,%,Critical
M59438,527,"TRAILER: 10,000-19,999 GW",,EVCO,TRLR,"10,000# DUAL AXLE TRAILER",Miles,12,125000,26,0,mi,0,hr,2002,M07,20000,,10000010688,,35669.18,,,,No,Critical,,,100,%,Excellent,-10.7,-89,%,Critical,,-15.9,-123,%,Critical
