ID,Asset Class,Equipment Classification,Radio Number,Make,Model,Description,Meter Type,Service Life by Age in Years,Service Life by Meter,Units Needed,Total Mileage.amt,Total Mileage.unit,Total Work Hours.amt,Total Work Hours.unit,Year,Department,Average Purchase Cost,Attached to,SAP_ID,Purchase Date,Total Cost,Manufactured Date,In Service Date,Deactivation on,Out of service,Condition Category,Annual Meter Average,Meter Based RSL in Years,Meter Based RSL Percentage.amt,Meter Based RSL Percentage.unit,Meter Based Condition Category,Age Based RSL in Years,Age Based RSL Percentage.amt,Age Based RSL Percentage.unit,Age Based Condition Category,Annual MR Average,MR Based RSL in Years,MR Based RSL in Percentage.amt,MR Based RSL in Percentage.unit,MR Based Condition Category
M81860,254,"TRUCK:44,000 & UP NAVI",427,IH,7400,2018 FREIGHTLINER TRUCK PLOW,Hours,10,7000,106,62854,mi,4310,hr,2018,M04,282000,M81860,9000005187,,141693.78,43101,43209,,No,Fair,,,38,%,Fair,2.6,26,%,Fair,,,37,%,Fair
M81857,254,"TRUCK:44,000 & UP NAVI",325,IH,7400,2018FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,74314,mi,6938,hr,2018,M03,282000,M81857,9000005184,,79804.4,43101,43209,,Yes,Fair,,,1,%,Fair,2.6,26,%,Fair,,,65,%,Good
M81854,254,"TRUCK:44,000 & UP NAVI",230,IH,7400,2018 IH 7400 FREIGHTLINER PLOW TRK,Hours,10,7000,106,62290,mi,4292,hr,2018,M02,282000,M81854,9000005181,,190242.76,43101,43209,,No,Fair,,,39,%,Fair,2.6,26,%,Fair,,,16,%,Fair
M81851,254,"TRUCK:44,000 & UP NAVI",132,IH,7400,2018 IH FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,65325,mi,3524,hr,2018,M01,282000,M81851,9000005178,,95647.74,43101,43209,,No,Fair,,,50,%,Good,2.6,26,%,Fair,,,58,%,Good
M81848,254,"TRUCK:44,000 & UP NAVI",128,IH,7400,2018 IH FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,60026,mi,4013,hr,2018,M01,282000,M81848,9000005175,,90967.7,43101,43209,,No,Fair,,,43,%,Good,2.6,26,%,Fair,,,60,%,Good
M81379,254,"TRUCK:44,000 & UP NAVI",425,IH,7400,2018 FREIGHTLINER TRUCK PLOW,Hours,10,7000,106,83191,mi,5629,hr,2018,M04,282000,M81379,9000005061,,143580.76,43101,42969,,No,Fair,,,20,%,Fair,2.6,26,%,Fair,,,36,%,Fair
M81376,254,"TRUCK:44,000 & UP NAVI",428,IH,7400,2018 FREIGHTLINER TRUCK PLOW,Hours,10,7000,106,82081,mi,5838,hr,2018,M04,282000,M81376,9000005058,,158844.83,43101,42969,,Yes,Fair,,,17,%,Fair,2.6,26,%,Fair,,,30,%,Fair
M81373,254,"TRUCK:44,000 & UP NAVI",629,IH,7400,"FREIGHTLINER PLOW TRUCK, '18",Hours,10,7000,106,96592,mi,6058,hr,2018,M06,282000,M81373,9000005055,,128157.23,43101,42969,,No,Fair,,,13,%,Fair,2.6,26,%,Fair,,,43,%,Good
M81370,254,"TRUCK:44,000 & UP NAVI",528,IH,7400,2016FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,99755,mi,7502,hr,2018,M05,282000,M81370,9000005052,,131768.92,43101,42969,,No,Poor,,,-7,%,Poor,2.6,26,%,Fair,,,42,%,Good
M81367,254,"TRUCK:44,000 & UP NAVI",626,IH,7400,2018FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,103321,mi,6891,hr,2018,M06,282000,M81367,9000005049,,127626.38,43101,42969,,No,Fair,,,2,%,Fair,2.6,26,%,Fair,,,43,%,Good
M81364,254,"TRUCK:44,000 & UP NAVI",827,IH,7400,FREIGHTLINER 2018 PLOW TRUCK,Hours,10,7000,106,112395,mi,7313,hr,2018,M08,282000,M81364,9000005046,,146573.81,43101,42969,,No,Poor,,,-4,%,Poor,2.6,26,%,Fair,,,36,%,Fair
M81361,254,"TRUCK:44,000 & UP NAVI",1127,IH,7400,2018 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,91244,mi,4805,hr,2018,M11,282000,M81361,9000005043,,166442.83,43101,42969,,No,Fair,,,31,%,Fair,2.6,26,%,Fair,,,26,%,Fair
M80070,254,"TRUCK:44,000 & UP NAVI",1627,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,80885,mi,6618,hr,2017,M16,282000,M80070,9000004797,,241983.39,42736,42668,,No,Poor,,,5,%,Fair,1.6,16,%,Fair,,,-7,%,Poor
M80067,254,"TRUCK:44,000 & UP NAVI",1228,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,74591,mi,4105,hr,2017,M12,282000,M80067,9000004794,,257437.4,42736,42668,,Yes,Poor,,,41,%,Good,1.6,16,%,Fair,,,-14,%,Poor
M80064,254,"TRUCK:44,000 & UP NAVI",127,IH,7400,FREIGHTLINER PLOW TRUCK 2017,Hours,10,7000,106,71988,mi,4251,hr,2017,M01,282000,M80064,9000004791,,240412.34,42736,42668,,No,Poor,,,39,%,Fair,1.6,16,%,Fair,,,-7,%,Poor
M80026,254,"TRUCK:44,000 & UP NAVI",532,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,91810,mi,7208,hr,2017,M05,282000,M80026,9000004785,,206949.99,42736,42668,,No,Poor,,,-3,%,Poor,1.6,16,%,Fair,,,8,%,Fair
M80023,254,"TRUCK:44,000 & UP NAVI",531,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,83917,mi,7541,hr,2017,M05,282000,M80023,9000004782,,192138.97,42736,42668,,No,Poor,,,-8,%,Poor,1.6,16,%,Fair,,,16,%,Fair
M80020,254,"TRUCK:44,000 & UP NAVI",326,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,64797,mi,5728,hr,2017,M03,282000,M80020,9000004779,,152895.48,42736,42668,,No,Fair,,,18,%,Fair,1.6,16,%,Fair,,,33,%,Fair
M79784,254,"TRUCK:44,000 & UP NAVI",1625,IH,7400,'17 INTERNATIONAL PLOW TRUCK IH 7400,Hours,10,7000,106,80305,mi,7186,hr,2017,M16,282000,M79784,9000004741,,284560.17,42736,42668,,Yes,Poor,,,-3,%,Poor,1.6,16,%,Fair,,,-26,%,Poor
M79781,254,"TRUCK:44,000 & UP NAVI",625,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,89460,mi,5218,hr,2017,M06,282000,M79781,9000004738,,213423.1,42736,42668,,No,Fair,,,25,%,Fair,1.6,16,%,Fair,,,5,%,Fair
M79756,254,"TRUCK:44,000 & UP NAVI",1626,IH,7400,2017 PLOW TRUCK,Hours,10,7000,106,75414,mi,6293,hr,2017,M16,282000,M79756,9000004726,,235890.28,42736,42668,,No,Poor,,,10,%,Fair,1.6,16,%,Fair,,,-5,%,Poor
M77721,254,"TRUCK:44,000 & UP NAVI",728,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,113618,mi,8398,hr,2017,M07,282000,M77721,9000002908,,276787.84,42736,42668,,Yes,Poor,,,-20,%,Poor,1.6,16,%,Fair,,,-23,%,Poor
M77718,254,"TRUCK:44,000 & UP NAVI",829,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,106461,mi,6662,hr,2017,M08,282000,M77718,9000002905,,201274.71,42736,42668,,No,Fair,,,5,%,Fair,1.6,16,%,Fair,,,11,%,Fair
M77715,254,"TRUCK:44,000 & UP NAVI",433,IH,7400,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,106,84010,mi,5994,hr,2017,M04,282000,M77715,9000002902,,223741.52,42736,42668,,No,Fair,,,14,%,Fair,1.6,16,%,Fair,,,1,%,Fair
M75790,254,"TRUCK:44,000 & UP NAVI",129,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,106,79801,mi,4917,hr,2015,M01,282000,M75790,9000002378,,170224.33,42005,42090,,No,Poor,,,30,%,Fair,-0.4,-4,%,Poor,,,25,%,Fair
M75787,254,"TRUCK:44,000 & UP NAVI",725,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,106,121866,mi,7921,hr,2015,M07,282000,M75787,9000002376,,285320.77,42005,42090,,No,Poor,,,-13,%,Poor,-0.4,-4,%,Poor,,,-26,%,Poor
M75784,254,"TRUCK:44,000 & UP NAVI",426,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,106,98291,mi,7032,hr,2015,M04,282000,M75784,9000002374,,219395.66,42005,42090,,No,Poor,,,0,%,Fair,-0.4,-4,%,Poor,,,3,%,Fair
M75781,254,"TRUCK:44,000 & UP NAVI",126,IH,7400,2015 IH 7400 PLOW TRUCK,Hours,10,7000,106,90515,mi,5213,hr,2015,M01,282000,M75781,9000002372,,180415.04,42005,42090,,No,Poor,,,26,%,Fair,-0.4,-4,%,Poor,,,20,%,Fair
M74601,254,"TRUCK:44,000 & UP NAVI",330,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,106,115290,mi,9741,hr,2014,M03,282000,M74601,9000002178,,196815.66,41640,41715,,No,Poor,,,-39,%,Poor,-1.4,-14,%,Poor,,,13,%,Fair
M74598,254,"TRUCK:44,000 & UP NAVI",726,IH,7400,IH 7400 PLOW TRUCK 2014,Hours,10,7000,106,129624,mi,8611,hr,2014,M07,282000,M74598,9000002175,,336516.74,41640,41669,,Yes,Poor,,,-23,%,Poor,-1.4,-14,%,Poor,,,-49,%,Poor
M73000,254,"TRUCK:44,000 & UP NAVI",1425,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,106,79876,mi,5653,hr,2013,M14,282000,M73000,9000001974,,263987.09,41275,41306,,No,Poor,,,19,%,Fair,-2.4,-24,%,Poor,,,-17,%,Poor
M72998,254,"TRUCK:44,000 & UP NAVI",526,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,106,107430,mi,7532,hr,2013,M05,282000,M72998,9000008393,,205690.55,41275,41306,,No,Poor,,,-8,%,Poor,-2.4,-24,%,Poor,,,9,%,Fair
M72996,254,"TRUCK:44,000 & UP NAVI",1429,IH,7400,2013 IH 7400 PLOW TRUCK,Hours,10,7000,106,94559,mi,6983,hr,2013,M14,282000,M72996,9000001970,,276182.73,41275,41306,,No,Poor,,,0,%,Fair,-2.4,-24,%,Poor,,,-22,%,Poor
M70908,254,"TRUCK:44,000 & UP NAVI",432,IH,7400,IH 7400 PLOW TRUCK 2011,Hours,10,7000,106,124780,mi,8776,hr,2011,M04,282000,M70908,9000001631,,304484.15,40544,40653,,No,Poor,,,-25,%,Poor,-4.4,-44,%,Poor,,,-35,%,Poor
M69802,254,"TRUCK:44,000 & UP NAVI",SS-32,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,146280,mi,9704,hr,2010,CSS,282000,M69802,9000001504,,282418.89,40179,40147,,No,Critical,,,-39,%,Poor,-5.4,-54,%,Critical,,,-25,%,Poor
M69799,254,"TRUCK:44,000 & UP NAVI",1430,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,134126,mi,8423,hr,2010,M14,282000,M69799,9000001501,,290204.17,40179,40147,,No,Critical,,,-20,%,Poor,-5.4,-54,%,Critical,,,-29,%,Poor
M69796,254,"TRUCK:44,000 & UP NAVI",1231,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,152501,mi,9311,hr,2010,M12,282000,M69796,9000001498,,328285,40179,40147,,No,Critical,,,-33,%,Poor,-5.4,-54,%,Critical,,,-45,%,Poor
M69793,254,"TRUCK:44,000 & UP NAVI",,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,148112,mi,9620,hr,2010,M06,282000,M69793,9000001495,,291078.44,40179,40147,,No,Critical,,,-37,%,Poor,-5.4,-54,%,Critical,,,-29,%,Poor
M69790,254,"TRUCK:44,000 & UP NAVI",1434,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,150635,mi,8782,hr,2010,M14,282000,M69790,9000001492,,293779.73,40179,40147,,No,Critical,,,-25,%,Poor,-5.4,-54,%,Critical,,,-30,%,Poor
M69787,254,"TRUCK:44,000 & UP NAVI",331,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,144048,mi,10528,hr,2010,M03,282000,M69787,9000001489,,235475.68,40179,40147,,No,Critical,,,-50,%,Poor,-5.4,-54,%,Critical,,,-4,%,Poor
M69784,254,"TRUCK:44,000 & UP NAVI",,IH,7400,"IH 7400 Plow Trucks, 2010-",Hours,10,7000,106,130131,mi,9619,hr,2010,CAP,282000,,9000001486,40147,248944.46,40179,40147,45593,No,Critical,617,-4.2,-37,%,Poor,-5.5,-55,%,Critical,5.52,-1.9,-10,%,Poor
M69781,254,"TRUCK:44,000 & UP NAVI",434,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,147701,mi,10700,hr,2010,M04,282000,M69781,9000001483,,302013.63,40179,40147,,Yes,Critical,,,-53,%,Critical,-5.4,-54,%,Critical,,,-34,%,Poor
M69778,254,"TRUCK:44,000 & UP NAVI",1133,IH,7400,"IH 7400 Plow Trucks, 2010",Hours,10,7000,106,153156,mi,8136,hr,2010,M11,282000,M69778,9000001480,,342819.47,40179,40147,,No,Critical,,,-16,%,Poor,-5.4,-54,%,Critical,,,-50,%,Poor
M68689,254,"TRUCK:44,000 & UP NAVI",,IH,7400,2009 IH 7400 TRUCK,Hours,10,7000,106,157286,mi,8812,hr,2008,CAP,282000,,9000001333,39961,289730.66,39448,39961,45593,No,Critical,548,-3.3,-26,%,Poor,-6,-60,%,Critical,6.42,-4.4,-28,%,Poor
M68686,254,"TRUCK:44,000 & UP NAVI",1433,IH,7400,2009 I/H 7400 PLOW TRUCK,Hours,10,7000,106,148852,mi,8762,hr,2008,M14,282000,M68686,9000001330,,301740.65,39448,39941,,No,Critical,,,-25,%,Poor,-7.4,-74,%,Critical,,,-34,%,Poor
M68683,254,"TRUCK:44,000 & UP NAVI",225,IH,7400,2009 IH 7400 PLOW TRK,Hours,10,7000,106,124335,mi,7170,hr,2008,M02,282000,M68683,9000001327,,280765.56,39448,39926,,No,Critical,,,-2,%,Poor,-7.4,-74,%,Critical,,,-24,%,Poor
M68675,254,"TRUCK:44,000 & UP NAVI",1132,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,144806,mi,7664,hr,2008,M11,282000,,9000001319,,385907.15,39448,39926,,No,Critical,,,-9,%,Poor,-7.4,-74,%,Critical,,,-71,%,Critical
M68672,254,"TRUCK:44,000 & UP NAVI",233,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,99936,mi,7396,hr,2008,CAP,282000,,9000001316,39926,270404.85,39448,39926,45603,No,Critical,457,-0.9,-6,%,Poor,-6.1,-61,%,Critical,5.99,-3.3,-20,%,Poor
M68669,254,"TRUCK:44,000 & UP NAVI",1232,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,163606,mi,9678,hr,2008,M12,282000,M68669,9000001313,,350996.48,39448,39926,,No,Critical,,,-38,%,Poor,-7.4,-74,%,Critical,,,-55,%,Critical
M68664,254,"TRUCK:44,000 & UP NAVI",830,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,166881,mi,9123,hr,2008,M08,282000,M68664,9000001308,,322802.79,39448,39941,,Yes,Critical,,,-30,%,Poor,-7.4,-74,%,Critical,,,-43,%,Poor
M68661,254,"TRUCK:44,000 & UP NAVI",328,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,133017,mi,9614,hr,2008,M03,282000,,9000001305,,269440.77,39448,39941,,No,Critical,,,-37,%,Poor,-7.4,-74,%,Critical,,,-19,%,Poor
M68658,254,"TRUCK:44,000 & UP NAVI",832,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,156605,mi,9224,hr,2008,M08,282000,M68658,9000001302,,361860.44,39448,39941,,No,Critical,,,-32,%,Poor,-7.4,-74,%,Critical,,,-60,%,Critical
M68655,254,"TRUCK:44,000 & UP NAVI",633,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,139488,mi,8332,hr,2008,M06,282000,M68655,9000001299,,337584.1,39448,39926,,No,Critical,,,-19,%,Poor,-7.4,-74,%,Critical,,,-49,%,Poor
M68652,254,"TRUCK:44,000 & UP NAVI",732,IH,7400,2009 IH 7400 PLOW TRUCK,Hours,10,7000,106,99806,mi,7017,hr,2008,M08,282000,,9000001296,,283510.37,39448,39926,,No,Critical,,,0,%,Fair,-7.4,-74,%,Critical,,,-26,%,Poor
M67220,254,"TRUCK:44,000 & UP NAVI",OLD 327,IH,7400,2008 IH 7400 PLOW TRUCK,Hours,10,7000,106,99887,mi,9023,hr,2008,CAP,282000,,9000001152,39387,199698.97,39448,39387,45741,No,Critical,513,-3.9,-29,%,Poor,-7.6,-76,%,Critical,3.93,2.9,11,%,Fair
M67217,254,"TRUCK:44,000 & UP NAVI",227,IH,7400,IH 7400 PLOW TRUCK,Hours,10,7000,106,150780,mi,8383,hr,2008,M02,282000,M67217,9000001149,,382044.46,39448,39387,,Yes,Critical,,,-20,%,Poor,-7.4,-74,%,Critical,,,-69,%,Critical
M67208,254,"TRUCK:44,000 & UP NAVI",TR-25,IH,7400,2008 IH 7400 PLOW TRUCK,Hours,10,7000,106,159735,mi,10002,hr,2008,M12,282000,M67208,9000001140,,287461.25,39448,39387,,No,Critical,,,-43,%,Poor,-7.4,-74,%,Critical,,,-27,%,Poor
M67202,254,"TRUCK:44,000 & UP NAVI",229,IH,7400,IH 7400 PLOW TRUCK 2008,Hours,10,7000,106,174393,mi,9598,hr,2008,M02,282000,M67202,9000001134,,482971.86,39448,39387,,No,Critical,,,-37,%,Poor,-7.4,-74,%,Critical,,,-114,%,Critical
M67199,254,"TRUCK:44,000 & UP NAVI",,IH,7400,2008 IH 7400 PLOW TRUCK,Hours,10,7000,106,141614,mi,7959,hr,2008,CAP,282000,,9000001131,39387,226649.35,39448,39387,45596,No,Critical,453,-2.1,-14,%,Poor,-7.6,-76,%,Critical,4.47,-0.1,0,%,Fair
M67196,254,"TRUCK:44,000 & UP NAVI",OLD 831,IH,7400,2008 IH 7400 PLOW TRUCK,Hours,10,7000,106,145592,mi,8158,hr,2008,CAP,282000,,9000001128,39387,296490.64,39448,39387,45541,No,Critical,464,-2.5,-17,%,Poor,-7.6,-76,%,Critical,5.84,-5.4,-31,%,Poor
M66337,254,"TRUCK:44,000 & UP NAVI",226,IH,7400,2007 IH 7400 PLOW TRK,Hours,10,7000,106,175982,mi,9350,hr,2010,M02,282000,M66337,9000000958,,399109.43,40179,39141,,No,Critical,,,-34,%,Poor,-5.4,-54,%,Critical,,,-77,%,Critical
M66331,254,"TRUCK:44,000 & UP NAVI",BR-02,IH,7400,2007 I/H 7400 PLOW TRUCK       BR - 02,Hours,10,7000,106,136385,mi,9569,hr,2010,CAP,282000,M66331,9000000953,,222838.65,40179,39141,,No,Critical,,,-37,%,Poor,-5.4,-54,%,Critical,,,1,%,Fair
M66325,254,"TRUCK:44,000 & UP NAVI",TR-26,IH,7400,2007 I/H 7400 PLOW TRUCK,Hours,10,7000,106,151604,mi,10052,hr,2010,M05,282000,M66327,9000000947,,314202.57,40179,39141,,No,Critical,,,-44,%,Poor,-5.4,-54,%,Critical,,,-39,%,Poor
M64887,254,"TRUCK:44,000 & UP NAVI",627,IH,7400,2006 I/H 7400 TRUCK,Hours,10,7000,106,130049,mi,8056,hr,2010,M06,282000,,9000000809,,306675.22,40179,38748,,No,Critical,,,-15,%,Poor,-5.4,-54,%,Critical,,,-36,%,Poor
M64873,254,"TRUCK:44,000 & UP NAVI",,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,106,134550,mi,9317,hr,2010,CAP,282000,M64873,9000000798,38748,241211.4,40179,38748,45603,No,Critical,480,-4.8,-33,%,Poor,-9.3,-93,%,Critical,4.5,-1.5,-7,%,Poor
M64870,254,"TRUCK:44,000 & UP NAVI",BR-01,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,106,147977,mi,8401,hr,2010,M01,282000,M64870,9000000795,,383327.46,40179,38748,,No,Critical,,,-20,%,Poor,-5.4,-54,%,Critical,,,-70,%,Critical
M64859,254,"TRUCK:44,000 & UP NAVI",BR-01,IH,7400,2006 IH 7400 PLOW TRUCK      BR-01,Hours,10,7000,106,147856,mi,8387,hr,2010,CAP,282000,,9000000789,,211730.88,40179,38748,,No,Critical,,,-20,%,Poor,-5.4,-54,%,Critical,,,6,%,Fair
M64858,254,"TRUCK:44,000 & UP NAVI",329,IH,7400,2006 I/H 7400 PLOW TRUCK,Hours,10,7000,106,152412,mi,10163,hr,2010,M03,282000,M64858,9000000788,,275782.73,40179,38748,,No,Critical,,,-45,%,Poor,-5.4,-54,%,Critical,,,-22,%,Poor
M57068,254,"TRUCK:44,000 & UP NAVI",229-TR,IH,4900,2001 I.H. 4900 PLOW TRUCK,Hours,10,7000,106,98965,mi,8071,hr,2001,CAP,282000,,9000000312,37162,257367,36892,37162,45489,No,Critical,340,-3.2,-15,%,Poor,-13.7,-137,%,Critical,3.8,-3.7,-14,%,Poor
M89911,249,"TRUCK:32-43,999 NAVISTAR",1441,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS-FFDS,Hours,10,7000,96,31177,mi,1751,hr,2021,M14,238000,M89911,9000007250,,30234.83,44197,44347,,No,Good,,,75,%,Good,5.6,56,%,Good,,,84,%,Excellent
M89910,249,"TRUCK:32-43,999 NAVISTAR",1424,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS -RDS,Hours,10,7000,96,24098,mi,1804,hr,2021,M14,238000,M89910,9000007249,,33696.81,44197,44347,,No,Good,,,74,%,Good,5.6,56,%,Good,,,83,%,Excellent
M89909,249,"TRUCK:32-43,999 NAVISTAR",1423,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS-FFDS,Hours,10,7000,96,34048,mi,2532,hr,2021,M14,238000,M89909,9000007248,,29136.98,44197,44347,,No,Good,,,64,%,Good,5.6,56,%,Good,,,85,%,Excellent
M89908,249,"TRUCK:32-43,999 NAVISTAR",1422,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS -RDS,Hours,10,7000,96,20270,mi,1435,hr,2021,M14,238000,M89908,9000007247,,30464.3,44197,44347,,No,Good,,,80,%,Excellent,5.6,56,%,Good,,,84,%,Excellent
M89907,249,"TRUCK:32-43,999 NAVISTAR",1121,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS -RDS,Hours,10,7000,96,42438,mi,2635,hr,2021,M11,238000,M89907,9000007246,,46839.82,44197,44347,,No,Good,,,62,%,Good,5.6,56,%,Good,,,75,%,Good
M89906,249,"TRUCK:32-43,999 NAVISTAR",722,IH,HV507,2019 HV507 SINGLE AXLE PLOW TRUCKS -RDS,Hours,10,7000,96,30283,mi,1733,hr,2021,M07,238000,M89906,9000007245,,43617.32,44197,44347,,No,Good,,,75,%,Good,5.6,56,%,Good,,,77,%,Good
M89905,249,"TRUCK:32-43,999 NAVISTAR",721,IH,HV507,2019 HV507 SINGLE AXLE PLOW TRUCKS -RDS,Hours,10,7000,96,28990,mi,1752,hr,2021,M07,238000,M89905,9000007244,,54485.84,44197,44347,,No,Good,,,75,%,Good,5.6,56,%,Good,,,71,%,Good
M89904,249,"TRUCK:32-43,999 NAVISTAR",710,IH,HV507,IH7400 SINGLE AXLE PLOW TRUCKS,Hours,10,7000,96,38758,mi,2673,hr,2021,M07,238000,M89904,9000007243,,48225.5,44197,44377,,No,Good,,,62,%,Good,5.6,56,%,Good,,,75,%,Good
M89903,249,"TRUCK:32-43,999 NAVISTAR",623,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS-FFDS,Hours,10,7000,96,21316,mi,1310,hr,2021,M06,238000,M89903,9000007242,,36068.19,44197,44347,,No,Good,,,81,%,Excellent,5.6,56,%,Good,,,81,%,Excellent
M89902,249,"TRUCK:32-43,999 NAVISTAR",421,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS-FFDS,Hours,10,7000,96,24904,mi,1785,hr,2021,M04,238000,M89902,9000007241,,23627.27,44197,44347,,No,Good,,,75,%,Good,5.6,56,%,Good,,,88,%,Excellent
M89901,249,"TRUCK:32-43,999 NAVISTAR",321,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS-FFDS,Hours,10,7000,96,17512,mi,1750,hr,2021,M03,238000,M89901,9000007240,,17024.69,44197,44347,,No,Good,,,75,%,Good,5.6,56,%,Good,,,91,%,Excellent
M89900,249,"TRUCK:32-43,999 NAVISTAR",320,IH,7400,IH7400 SINGLE AXLE PLOW TRUCKS '21,Hours,10,7000,96,18396,mi,1685,hr,2021,M03,238000,M89900,9000007239,,18819.54,44197,44196,,No,Good,,,76,%,Good,5.6,56,%,Good,,,90,%,Excellent
M89899,249,"TRUCK:32-43,999 NAVISTAR",220,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS -RDS,Hours,10,7000,96,1246,mi,1341,hr,2021,M02,238000,M89899,9000007238,,18662.36,44197,44347,,No,Good,,,81,%,Excellent,5.6,56,%,Good,,,90,%,Excellent
M89898,249,"TRUCK:32-43,999 NAVISTAR",216,IH,7400,2019 HV507 SINGLE AXLE PLOW TRUCKS-FFDS,Hours,10,7000,96,17690,mi,1332,hr,2021,M02,238000,M89898,9000007237,,25184.41,44197,44347,,Yes,Good,,,81,%,Excellent,5.6,56,%,Good,,,87,%,Excellent
M89897,249,"TRUCK:32-43,999 NAVISTAR",212,IH,7400,IH7400 SINGLE AXLE PLOW TRUCKS '21,Hours,10,7000,96,13340,mi,1126,hr,2021,M02,238000,M89897,9000007236,,10660.36,44197,44196,,No,Good,,,84,%,Excellent,5.6,56,%,Good,,,94,%,Excellent
M89191,249,"TRUCK:32-43,999 NAVISTAR",1613,IH,H507,2022 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,11739,mi,1229,hr,,M16,238000,M89191,9000007706,,8665.86,1,,,No,Critical,,,82,%,Excellent,-115.4,-1154,%,Critical,,,95,%,Excellent
M89188,249,"TRUCK:32-43,999 NAVISTAR",524,IH,H507,2022 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,611,mi,9803,hr,,M05,238000,M89188,9000007704,,119535.84,1,,,No,Critical,,,-40,%,Poor,-115.4,-1154,%,Critical,,,37,%,Fair
M89180,249,"TRUCK:32-43,999 NAVISTAR",712,IH,HV507,2022 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,11498,mi,609,hr,2022,M07,238000,M89180,9000007714,,582109.62,44562,44804,,No,Critical,,,91,%,Excellent,6.6,66,%,Good,,,-206,%,Critical
M89178,249,"TRUCK:32-43,999 NAVISTAR",312,IH,H507,2022 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,13095,mi,1332,hr,2022,M03,238000,M89178,9000007713,,471844.51,44562,44804,,No,Critical,,,81,%,Excellent,6.6,66,%,Good,,,-148,%,Critical
M89176,249,"TRUCK:32-43,999 NAVISTAR",315,IH,H507,2022 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,12622,mi,1324,hr,2022,M03,238000,M89176,9000007712,,10599.16,44562,44804,,No,Good,,,81,%,Excellent,6.6,66,%,Good,,,94,%,Excellent
M89173,249,"TRUCK:32-43,999 NAVISTAR",1443,IH,H507,2023 IH HV507 SINGLE AXLE SNOW PLOW TRUCKS,Hours,10,7000,96,16121,mi,1084,hr,2023,M14,238000,M89173,9000007711,,14386.04,44927,44804,,No,Good,,,85,%,Excellent,7.6,76,%,Good,,,92,%,Excellent
